ID,Destination,Notes,Country Code,Country No,Type of data (a),1990,Male_1990,Female_1990,1995,Male_1995,Female_1995,2000,Male_2000,Female_2000,2005,Male_2005,Female_2005,2010,Male_2010,Female_2010,2015,Male_2015,Female_2015
116,Jordan,,JOR,400,C R,1146349,586473,559876,1537097,784725,752372,1927845,982977,944868,2325414,1183645,1141769,2722983,1384313,1338670,3112026,1567177,1544849
117,Kuwait,,KWT,414,C R,1074391,654878,419513,921954,591452,330502,1127640,761512,366128,1333327,918580,414747,1871537,1309814,561723,2866136,1888220,977916
118,Lebanon,,LBN,422,B R,523693,267922,255771,608303,310613,297690,692913,353305,339608,756784,390331,366453,820655,427358,393297,1997776,959973,1037803
119,Oman,,OMN,512,C,304000,242477,61523,539643,417444,122199,623608,488389,135219,666160,527842,138318,816221,658746,157475,1844978,1495360,349618
120,Qatar,,QAT,634,C,309753,225932,83821,361673,269972,91701,359697,274242,85455,646026,498428,147598,1456413,1206571,249842,1687640,1416361,271279
121,Saudi Arabia,,SAU,682,C R,4998445,3324873,1673572,5122702,3416485,1706217,5263387,3517768,1745619,6501819,4469805,2032014,8429956,5933281,2496675,10185945,6938598,3247347
122,State of Palestine,-12,PSE,275,B,288332,132101,156231,281767,128328,153439,275202,124555,150647,266617,119621,146996,258032,114688,143344,255507,113237,142270
123,Syrian Arab Republic,,SYR,760,C R,714140,364077,350063,830610,423115,407495,832273,426633,405640,876410,449470,426940,1661922,848834,813088,875189,447528,427661
124,Turkey,,TUR,792,B R,1163686,577329,586357,1216173,593938,622235,1280963,616007,664956,1319236,618938,700298,1367034,625960,741074,2964916,1514468,1450448
125,United Arab Emirates,,ARE,784,C R,1306574,932046,374528,1824118,1309952,514166,2446675,1757144,689531,3281036,2388278,892758,7316611,5463515,1853096,8095126,6044983,2050143
126,Yemen,,YEM,887,C R,118863,67010,51853,136515,77832,58683,143495,79675,63820,171073,98379,72694,285837,154710,131127,344131,180427,163704
129,Belarus,,BLR,112,B,1248977,572021,676956,1186282,543307,642975,1123586,514593,608993,1106982,506988,599994,1090378,499384,590994,1082905,495961,586944
130,Bulgaria,,BGR,100,B,21510,9047,12463,32435,13642,18793,43360,18238,25122,61074,26594,34480,76287,33841,42446,102113,47442,54671
131,Czech Republic,,CZE,203,C,110394,57405,52989,165592,88316,77276,220789,119227,101562,322540,181719,140821,397785,235936,161849,405093,231897,173196
132,Hungary,,HUN,348,B R,347510,156185,191325,322234,147202,175032,296957,138219,158738,366787,174216,192571,436616,210212,226404,449632,220913,228719
133,Poland,,POL,616,B,1127771,482176,645595,964725,404049,560676,825251,338323,486928,722509,297039,425470,642417,262263,380154,619403,257311,362092
134,Republic of Moldova,-13,MDA,498,B,544162,239616,304546,367231,161706,205525,247828,109129,138699,173957,76600,97357,157668,60541,97127,142904,50545,92359
135,Romania,,ROU,642,B,135825,57601,78224,135037,63282,71755,126949,60428,66521,145162,66264,78898,155982,77499,78483,226943,119364,107579
136,Russian Federation,,RUS,643,B,11524948,5655422,5869526,11928927,5925452,6003475,11900297,5982851,5917446,11667588,5806597,5860991,11194710,5514401,5680309,11643276,5715211,5928065
137,Slovakia,,SVK,703,B,41295,18187,23108,69323,30531,38792,116376,51253,65123,130491,58716,71775,146319,66938,79381,177190,83714,93476
138,Ukraine,,UKR,804,B,6892920,2953603,3939317,6172338,2644845,3527493,5527087,2368364,3158723,5050302,2168060,2882242,4818767,2072474,2746293,4834898,2083230,2751668
141,Denmark,,DNK,208,B,235189,114411,120778,303108,147194,155914,371026,179977,191049,440383,213097,227286,509740,246217,263523,572520,277099,295421
142,Estonia,,EST,233,B,381997,171691,210306,315755,136268,179487,249512,100844,148668,233701,94244,139457,217890,87644,130246,202348,81237,121111
143,Faeroe Islands,,FRO,234,B,4285,2440,1845,2900,1575,1325,3593,1921,1672,4583,2450,2133,5096,2700,2396,5517,2795,2722
144,Finland,-15,FIN,246,B,63255,31682,31573,99729,49575,50154,136203,67469,68734,192169,96429,95740,248135,125389,122746,315881,160650,155231
145,Iceland,,ISL,352,B,9584,4248,5336,12738,5727,7011,15892,7207,8685,25492,12413,13079,35091,17619,17472,37522,18156,19366
146,Ireland,,IRL,372,B,227961,112093,115868,226892,108084,118808,350552,172959,177593,589046,309910,279136,730542,360440,370102,746260,363521,382739
147,Isle of Man,,IMN,833,B,34769,16371,18398,36886,17548,19338,39002,18725,20277,41475,20214,21261,43447,21361,22086,45221,22393,22828
148,Latvia,,LVA,428,B,646007,290800,355207,538093,234216,303877,430178,177632,252546,376725,154745,221980,313786,124675,189111,263126,102673,160453
149,Lithuania,,LTU,440,B,349258,164585,184673,273587,128641,144946,214311,100546,113765,201209,94189,107020,160772,69606,91166,136036,57203,78833
150,Norway,-16,NOR,578,B,192587,99562,93025,233302,117222,116080,292440,144826,147614,361144,176444,184700,526799,268505,258294,741813,387098,354715
151,Sweden,,SWE,752,B,788767,383085,405682,936022,450945,485077,1003798,480211,523587,1125790,538490,587300,1384929,673083,711846,1639771,810259,829512
152,United Kingdom of Great Britain and Northern Ireland,,GBR,826,B,3650286,1756448,1893838,4155293,1978711,2176582,4730165,2228628,2501537,5926156,2818177,3107979,7604583,3667186,3937397,8543120,4060192,4482928
154,Albania,,ALB,8,B,66013,30579,35434,71354,33284,38070,76695,35990,40705,64739,32993,31746,52784,26901,25883,57616,29363,28253
155,Andorra,,AND,20,C,38904,20810,18094,40525,21451,19074,42146,22092,20054,50298,26559,23739,52053,27486,24567,42082,22221,19861
156,Bosnia and Herzegovina,,BIH,70,I R,56000,26538,29462,69476,33115,36361,82952,39691,43261,47272,22473,24799,38792,18504,20288,34803,16599,18204
157,Croatia,,HRV,191,B R,475438,222531,252907,674085,315733,358352,585298,274823,310475,579273,271645,307628,573248,268466,304782,576883,269287,307596
158,Gibraltar,,GIB,292,B,8709,4528,4181,8381,4196,4185,8054,3865,4189,9211,4518,4693,10369,5171,5198,11065,5591,5474
159,Greece,,GRC,300,B,618139,330038,288101,857850,445004,412846,1111665,559794,551871,1190707,587677,603030,1269749,615560,654189,1242514,575927,666587
160,Holy See,-17,VAT,336,I,770,376,394,779,378,401,787,379,408,793,378,415,799,377,422,800,374,426
161,Italy,,ITA,380,B,1428219,642414,785805,1774954,809553,965401,2121688,976691,1144997,3954790,1820290,2134500,5787893,2663889,3124004,5788875,2608451,3180424
162,Malta,,MLT,470,B,15077,7012,8065,17740,8366,9374,21521,10289,11232,24560,11899,12661,33084,16777,16307,41442,21969,19473
163,Montenegro,,MNE,499,B,,,,,,,,,,,,,78507,31636,46871,82541,33547,48994
164,Portugal,,PRT,620,B,435782,209922,225860,532822,259337,273485,651472,320319,331153,771184,376774,394410,762825,371536,391289,837257,389537,447720
165,San Marino,,SMR,674,B,3310,1728,1582,3659,1940,1719,4045,2175,1870,4218,2302,1916,4399,2435,1964,4717,2577,2140
166,Serbia,-18,SRB,688,B,99269,46712,52557,630221,289545,340676,856763,383893,472870,845120,373473,471647,826066,364654,461412,807441,355180,452261
167,Slovenia,,SVN,705,B,178077,89514,88563,174419,90255,84164,171018,90464,80554,197276,107131,90145,253786,141285,112501,235966,134491,101475
168,Spain,-19,ESP,724,B,821605,390448,431157,1020067,499114,520953,1657285,838058,819227,4107226,2140680,1966546,6280065,3238238,3041827,5852953,2855179,2997774
169,The former Yugoslav Republic of Macedonia,,MKD,807,B,95142,39661,55481,109343,45581,63762,125665,52385,73280,127667,53220,74447,129701,54067,75634,130730,54496,76234
171,Austria,,AUT,40,B,793239,368287,424952,894893,423302,471591,996547,478318,518229,1136270,543618,592652,1275992,608918,667074,1492374,716470,775904
172,Belgium,,BEL,56,C,891537,480445,411092,885278,468072,417206,853369,443696,409673,870862,445710,425152,1052844,534608,518236,1387940,715142,672798
173,France,,FRA,250,B,5897267,2999376,2897891,6087993,3046083,3041910,6278718,3092789,3185929,6737600,3300859,3436741,7196481,3508928,3687553,7784418,3782619,4001799
174,Germany,,DEU,276,B,5936181,3293128,2643053,7464406,3898397,3566009,8992631,4503666,4488965,10299160,5011682,5287478,11605690,5519698,6085992,12005690,5709939,6295751
