ID,Destination,Notes,Country Code,Country No,Type of data (a),1990,Male_1990,Female_1990,1995,Male_1995,Female_1995,2000,Male_2000,Female_2000,2005,Male_2005,Female_2005,2010,Male_2010,Female_2010,2015,Male_2015,Female_2015
236,Saint Pierre and Miquelon,,SPM,666,B,1033,515,518,1045,554,491,1086,606,480,964,509,455,883,435,448,984,488,496
203,Saint Vincent and the Grenadines,,VCT,670,B,93904,44975,48929,112939,54406,58533,130790,63381,67409,134996,64200,70796,132793,61563,71230,144491,66916,77575
261,Samoa,,WSM,882,B,201694,98540,103154,211377,102604,108773,265987,130914,135073,280657,137976,142681,296901,145598,151303,322426,158063,164363
165,San Marino,,SMR,674,B,4265,1717,2548,7391,3406,3985,10499,5086,5413,8731,3900,4831,6792,2721,4071,6909,2703,4206
38,Sao Tome and Principe,,STP,678,C,33780,16219,17561,47133,22275,24858,62832,29506,33326,75904,35111,40793,79100,36096,43004,90844,40224,50620
121,Saudi Arabia,,SAU,682,C R,282249,151971,130278,336464,190968,145496,390567,228896,161671,453563,264849,188714,576090,339399,236691,665800,376535,289265
68,Senegal,,SEN,686,B R,865222,552257,312965,847001,533399,313602,919693,572318,347375,1149193,710195,438998,1379421,883287,496134,1443993,908258,535735
166,Serbia,-18,SRB,688,B,2030061,1076230,953831,2654691,1397573,1257118,3386590,1774386,1612204,2837243,1445206,1392037,2566547,1231260,1335287,2820159,1365622,1454537
22,Seychelles,,SYC,690,B,59736,28194,31542,39464,17748,21716,25648,10305,15343,26988,10804,16184,29397,11667,17730,32266,12564,19702
69,Sierra Leone,,SLE,694,B R,133049,69032,64017,932276,469821,462455,1043788,524128,519660,328267,167448,160819,308880,153803,155077,334456,164504,169952
94,Singapore,,SGP,702,B,447846,223434,224412,476507,235606,240901,526460,256578,269882,644682,315964,328718,803833,393833,410000,895360,440956,454404
204,Sint Maarten (Dutch part),,SXM,534,B,43104,21993,21111,50271,25173,25098,59199,29184,30015,69321,34104,35217,70038,34656,35382,71433,35526,35907
137,Slovakia,,SVK,703,B,384431,190031,194400,556094,275767,280327,744754,370748,374006,817508,385108,432400,891079,404254,486825,1009721,456172,553549
167,Slovenia,,SVN,705,B,248150,106350,141800,295992,127223,168769,340901,149295,191606,353134,154465,198669,376243,163896,212347,403522,176555,226967
246,Solomon Islands,,SLB,90,B,4600,2450,2150,5168,2713,2455,8248,4090,4158,9172,4498,4674,10053,4968,5085,11499,5601,5898
23,Somalia,,SOM,706,I R,1051537,560211,491326,1292506,687849,604657,1571041,828352,742689,1902924,1038107,864817,2774061,1479015,1295046,3490816,1826772,1664044
51,South Africa,,ZAF,710,B R,778910,376788,402122,974127,472512,501615,1278471,620235,658236,1596081,780384,815697,1961425,961469,999956,2236721,1087272,1149449
24,South Sudan,,SSD,728,B R,644667,331584,313083,592587,312960,279627,480145,261002,219143,321334,175746,145588,649284,345573,303711,819662,416824,402838
168,Spain,-19,ESP,724,B,4253611,2040807,2212804,4010700,1886001,2124699,3790577,1743058,2047519,3295686,1521097,1774589,3225230,1469712,1755518,3638326,1665891,1972435
107,Sri Lanka,,LKA,144,B R,2614127,1354628,1259499,2697121,1425385,1271736,2822033,1515522,1306511,3274693,1800266,1474427,4136758,2346208,1790550,4710011,2683236,2026775
122,State of Palestine,-12,PSE,275,B,5164812,2524331,2640481,6521529,3218137,3303392,7668699,3837196,3831503,8028954,4070710,3958244,8909362,4514462,4394900,10114518,5242056,4872462
44,Sudan,-3,SDN,729,B R,1277110,763371,513739,1482250,887469,594781,1670733,1002789,667944,2388159,1384202,1003957,2792649,1677290,1115359,3675913,2100922,1574991
229,Suriname,,SUR,740,C,535462,260759,274703,575208,274105,301103,633097,295629,337468,745098,344777,400321,764697,342892,421805,789068,352527,436541
52,Swaziland,,SWZ,748,B R,70552,51278,19274,61286,39960,21326,68799,38544,30255,83122,46135,36987,129964,71948,58016,194335,107921,86414
151,Sweden,,SWE,752,B,545601,230721,314880,602267,258379,343888,711605,312739,398866,756435,336281,420154,847195,375958,471237,943111,418809,524302
179,Switzerland,,CHE,756,B,902064,401430,500634,941776,424064,517712,1034282,473414,560868,1451169,679296,771873,1853980,862587,991393,1924270,885739,1038531
123,Syrian Arab Republic,,SYR,760,C R,1778649,1019164,759485,1880909,1080495,800414,2013840,1159894,853946,2486378,1477052,1009326,3163909,1937676,1226233,14756473,7908324,6848149
75,Tajikistan,,TJK,762,B,1606690,790075,816615,1573860,828581,745279,1500428,845578,654850,1640558,934873,705685,1757884,1010471,747413,1762895,1005062,757833
95,Thailand,,THA,764,B R,810089,334951,475138,1082914,422048,660866,1396932,526710,870222,1688323,616134,1072189,2078405,740752,1337653,2304847,806169,1498678
169,The former Yugoslav Republic of Macedonia,,MKD,807,B,1189504,597144,592360,1357452,677641,679811,1566517,784124,782393,1354407,674776,679631,1406395,690195,716200,1511936,741533,770403
96,Timor-Leste,,TLS,626,B,14812,8059,6753,229650,115564,114086,445080,223336,221744,283564,150163,133401,104275,56536,47739,111925,60997,50928
70,Togo,,TGO,768,C R,405335,201112,204223,637984,310103,327881,559091,278408,280683,698875,349573,349302,812555,410922,401633,947516,481017,466499
262,Tokelau,,TKL,772,B,4946,2458,2488,5068,2520,2548,6243,3051,3192,6210,3096,3114,6474,3288,3186,6765,3402,3363
263,Tonga,,TON,776,B,74908,37280,37628,85139,41808,43331,121515,59776,61739,127757,63170,64587,137136,67864,69272,151752,74951,76801
205,Trinidad and Tobago,,TTO,780,B,427570,189363,238207,526941,229678,297263,646427,279345,367082,675163,290170,384993,722265,303647,418618,774272,324133,450139
45,Tunisia,,TUN,788,C,1350365,815592,534773,1388407,820422,567985,1423657,825024,598633,1706157,970328,735829,1792342,1049330,743012,1922650,1121478,801172
124,Turkey,,TUR,792,B R,7519835,3891421,3628414,7940802,4129972,3810830,8337356,4350893,3986463,8385650,4369516,4016134,8729618,4533037,4196581,9201387,4775861,4425526
76,Turkmenistan,,TKM,795,B,779169,381923,397246,729514,358079,371435,672462,329487,342975,689473,333577,355896,713303,342746,370557,726008,347258,378750
206,Turks and Caicos Islands,,TCA,796,B,6737,2926,3811,4448,1968,2480,2154,1007,1147,3570,1532,2038,5041,2090,2951,5469,2260,3209
264,Tuvalu,,TUV,798,C,6928,3549,3379,8058,4062,3996,7793,4045,3748,8791,4458,4333,9828,4866,4962,10416,5202,5214
25,Uganda,,UGA,800,B R,539318,273460,265858,687726,345445,342281,774761,382782,391979,782769,387349,395420,902860,432725,470135,981990,473135,508855
138,Ukraine,,UKR,804,B,16440283,7808766,8631517,16577267,7814684,8762583,16492044,7715130,8776914,16426969,7528422,8898547,16112501,7183229,8929272,17052606,7604680,9447926
125,United Arab Emirates,,ARE,784,C R,232601,130583,102018,281545,165248,116297,316864,189319,127545,293159,159637,133522,336941,183477,153464,377985,199289,178696
152,United Kingdom of Great Britain and Northern Ireland,,GBR,826,B,7640969,3778971,3861998,7443634,3713700,3729934,10059570,5064088,4995482,10907293,5540499,5366794,12138571,6144859,5993712,13054444,6599638,6454806
26,United Republic of Tanzania,-2,TZA,834,B R,301068,157872,143196,337512,175107,162405,340875,172721,168154,372911,188750,184161,425242,213714,211528,485286,241613,243673
237,United States of America,,USA,840,B,4910177,2487317,2422860,5218206,2641053,2577153,5669626,2869392,2800234,6594384,3359108,3235276,7805632,3985987,3819645,8666131,4361124,4305007
207,United States Virgin Islands,,VIR,850,B,7032,3498,3534,9395,5082,4313,11947,6751,5196,11310,6396,4914,9735,5560,4175,10085,5735,4350
230,Uruguay,,URY,858,B,685368,337269,348099,671158,329679,341479,673269,330782,342487,846252,416021,430231,941081,452998,488083,985662,471012,514650
77,Uzbekistan,,UZB,860,B,4272958,2051977,2220981,4616121,2259021,2357100,4795714,2387410,2408304,5257552,2665338,2592214,5706095,2941067,2765028,5930506,3064407,2866099
247,Vanuatu,,VUT,548,B,13486,7140,6346,15415,8063,7352,19357,10010,9347,22352,11539,10813,23817,12072,11745,25749,13059,12690
231,Venezuela (Bolivarian Republic of),,VEN,862,B,510672,230558,280114,640780,287212,353568,836830,377353,459477,1113530,492661,620869,1461374,653009,808365,1601786,706126,895660
97,Viet Nam,,VNM,704,C R,3047865,1606484,1441381,3705421,1929522,1775899,4411213,2279867,2131346,4958472,2554306,2404166,5581383,2842300,2739083,6190153,3061396,3128757
265,Wallis and Futuna Islands,,WLF,876,B,19462,10996,8466,20862,11162,9700,22256,11310,10946,22335,11112,11223,22383,10896,11487,23529,11484,12045
46,Western Sahara,,ESH,732,I,336812,185575,151237,334544,183896,150648,332281,182220,150061,258190,141590,116600,183990,100869,83121,182163,99895,82268
126,Yemen,,YEM,887,C R,1342305,856790,485515,1423917,916841,507076,1543270,1002392,540878,1841388,1209582,631806,2577458,1742934,834524,2962748,1943624,1019124
27,Zambia,,ZMB,894,B R,141341,70727,70614,213127,103868,109259,261008,126699,134309,300721,144578,156143,371978,175789,196189,435890,205119,230771
28,Zimbabwe,,ZWE,716,B R,323312,166969,156343,454858,233462,221396,623672,321089,302583,864928,439277,425651,1424074,773862,650212,1821809,986646,835163
